method,block,index,scenario_seed,throughput_mbps,avg_delay_ms,offered_packets,accepted_packets,completed_on_time_packets,queue_overflow_packets,deadline_expired_packets,queue_overflow_packet_probability,deadline_expiration_probability,deadline_expiration_given_admission,total_packet_failure_probability,on_time_delivery_probability,deadline_violation_prob,queue_saturation_device_slot_probability,queue_saturation_slot_probability,energy_j,energy_eff_bpj,minimum_battery_fraction,battery_penalty_activation_possible,jain_fairness_classes,jain_fairness_devices,utilization,mean_scheduled_channels,idle_channel_rate,reservation_conflict_rate,valid_schedule_rate,channel_action_entropy,power_action_entropy,deadline_total,measurement_steps,deadline_followup_steps,total_simulated_steps,background_arrivals_followup,background_overflow_followup,background_deadline_expired_followup,warm_start_packets_excluded,warm_start_deadline_expired_excluded,followup_delivered_bits,followup_energy_j,monitored_residual_packets,packet_outcome_conservation_error,monitored_cohort_complete,regime_code,deadline_expiration_class0,deadline_expiration_given_admission_class0,total_packet_failure_class0,on_time_delivery_class0,deadline_violation_class0,queue_overflow_class0,offered_packets_class0,accepted_packets_class0,completed_on_time_packets_class0,deadline_expired_packets_class0,monitored_residual_packets_class0,served_bits_class0,deadline_expiration_class1,deadline_expiration_given_admission_class1,total_packet_failure_class1,on_time_delivery_class1,deadline_violation_class1,queue_overflow_class1,offered_packets_class1,accepted_packets_class1,completed_on_time_packets_class1,deadline_expired_packets_class1,monitored_residual_packets_class1,served_bits_class1,deadline_expiration_class2,deadline_expiration_given_admission_class2,total_packet_failure_class2,on_time_delivery_class2,deadline_violation_class2,queue_overflow_class2,offered_packets_class2,accepted_packets_class2,completed_on_time_packets_class2,deadline_expired_packets_class2,monitored_residual_packets_class2,served_bits_class2,phase_pre_surge_slots,phase_pre_surge_throughput_mbps,phase_pre_surge_queue_overflow_packet_probability,phase_pre_surge_deadline_violation_class0,phase_pre_surge_deadline_expiration_probability_by_arrival_cohort,phase_surge_slots,phase_surge_throughput_mbps,phase_surge_queue_overflow_packet_probability,phase_surge_deadline_violation_class0,phase_surge_deadline_expiration_probability_by_arrival_cohort,phase_degradation_slots,phase_degradation_throughput_mbps,phase_degradation_queue_overflow_packet_probability,phase_degradation_deadline_violation_class0,phase_degradation_deadline_expiration_probability_by_arrival_cohort,phase_recovery_slots,phase_recovery_throughput_mbps,phase_recovery_queue_overflow_packet_probability,phase_recovery_deadline_violation_class0,phase_recovery_deadline_expiration_probability_by_arrival_cohort,phase_stationary_slots,phase_stationary_throughput_mbps,phase_stationary_queue_overflow_packet_probability,phase_stationary_deadline_violation_class0,phase_stationary_deadline_violation_prob,phase_stationary_deadline_expiration_probability_by_arrival_cohort,phase_stationary_total_packet_failure_probability_by_arrival_cohort,phase_stationary_on_time_delivery_probability_by_arrival_cohort,phase_stationary_deadline_expiration_class0_by_arrival_cohort,phase_stationary_queue_backlog_packets_class0,phase_stationary_service_bits_class0,phase_stationary_deadline_expiration_class1_by_arrival_cohort,phase_stationary_queue_backlog_packets_class1,phase_stationary_service_bits_class1,phase_stationary_deadline_expiration_class2_by_arrival_cohort,phase_stationary_queue_backlog_packets_class2,phase_stationary_service_bits_class2,phase_domain_base_slots,phase_domain_base_throughput_mbps,phase_domain_base_queue_overflow_packet_probability,phase_domain_base_deadline_violation_class0,phase_domain_base_deadline_expiration_probability_by_arrival_cohort,phase_domain_shift_slots,phase_domain_shift_throughput_mbps,phase_domain_shift_queue_overflow_packet_probability,phase_domain_shift_deadline_violation_class0,phase_domain_shift_deadline_expiration_probability_by_arrival_cohort,recovery_achieved,recovery_time_slots,recovery_time_slots_censored,recovery_slots_observed,cohort_goodput_mbps,cohort_on_time_payload_bits,controller_median_ms,controller_p95_ms,decision_median_ms,decision_p95_ms,episode_wall_seconds,selected_service_prediction_bias_bits,selected_service_prediction_mae_bits,predicted_service_bits_primary
EDF,3,1,411003001,3.52701108971651,3.919642857142857,448.0,448.0,448.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.07811279200654744,8127503.573240058,0.9996316647292051,0.0,0.9541925708454877,0.945885395476943,0.9777777777777777,4.888888888888889,0.022222222222222223,0.0,1.0,0.9998990078955554,0.8714510252604384,0.0,180.0,180.0,360.0,399.0,0.0,0.0,17.0,0.0,574500.6702968951,0.07036197515613384,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,217.0,217.0,217.0,0.0,0.0,198000.0,0.0,0.0,0.0,1.0,0.0,0.0,164.0,164.0,164.0,0.0,0.0,273980.0,0.0,0.0,0.0,1.0,0.0,0.0,67.0,67.0,67.0,0.0,0.0,162881.9961489719,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,180.0,3.52701108971651,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1111111111111111,198000.0,0.0,1.4555555555555555,273980.0,0.0,5.633333333333334,162881.9961489719,0.0,,,,,0.0,,,,,,,0.0,0.0,3.5105555555555554,631900.0,0.8864,1.2338199999999997,0.8864,1.2338199999999997,0.6303726000478491,0.0,0.0,634861.9961489717
LyapunovDPP-Energy,3,1,411003001,3.530564445415385,5.746067415730337,448.0,448.0,445.0,0.0,3.0,0.0,0.006696428571428571,0.006696428571428571,0.006696428571428571,0.9933035714285714,0.006696428571428571,0.0,0.0,0.0719964784931973,8826842.832803492,0.9996376558703302,0.0,0.9632949810244078,0.9520057816754168,0.9644444444444444,4.822222222222222,0.035555555555555556,0.0,1.0,0.9998444236457288,0.7629693389034804,3.0,180.0,180.0,360.0,399.0,0.0,1.0,17.0,0.0,573474.989937292,0.06412985687266338,0.0,0.0,1.0,0.0,0.013824884792626729,0.013824884792626729,0.013824884792626729,0.9861751152073732,0.013824884792626729,0.0,217.0,217.0,214.0,3.0,0.0,196048.94974839594,0.0,0.0,0.0,1.0,0.0,0.0,164.0,164.0,164.0,0.0,0.0,268490.0,0.0,0.0,0.0,1.0,0.0,0.0,67.0,67.0,67.0,0.0,0.0,170962.650426373,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,180.0,3.530564445415385,0.0,0.013824884792626729,0.006696428571428571,0.006696428571428571,0.006696428571428571,0.9933035714285714,0.013824884792626729,1.25,196048.94974839594,0.0,4.155555555555556,268490.0,0.0,6.333333333333333,170962.650426373,0.0,,,,,0.0,,,,,,,0.0,0.0,3.4955555555555557,629200.0,1.1364,1.859069999999999,1.1364,1.859069999999999,0.7107097000116482,0.0,0.0,635501.6001747693
SASP,3,1,411003001,3.5368510021769315,3.6183035714285716,448.0,448.0,448.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.08923744368838436,7134148.560047953,0.9995970682458959,0.0,0.9546812430572639,0.9437386323344152,0.9711111111111111,4.855555555555555,0.028888888888888888,0.0,1.0,0.9999658719065248,0.9825842645056572,0.0,180.0,180.0,360.0,399.0,0.0,0.0,17.0,0.0,573289.3995081664,0.07819303997714995,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,217.0,217.0,217.0,0.0,0.0,198000.0,0.0,0.0,0.0,1.0,0.0,0.0,164.0,164.0,164.0,0.0,0.0,274590.0,0.0,0.0,0.0,1.0,0.0,0.0,67.0,67.0,67.0,0.0,0.0,164043.18039184785,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,180.0,3.5368510021769315,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.12222222222222222,198000.0,0.0,1.5888888888888888,274590.0,0.0,4.844444444444444,164043.18039184785,0.0,,,,,0.0,,,,,,,0.0,0.0,3.5105555555555554,631900.0,2.678,3.9662499999999996,2.6634,3.9521299999999995,1.1867063000099733,0.0,0.0,636633.1803918476
MaxWeight,3,2,411003002,3.407094603105826,4.118993135011442,437.0,437.0,437.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.07340826508272959,8354332.143225265,0.9996210791309573,0.0,0.9079485785400776,0.9189308607629364,0.8733333333333333,4.366666666666666,0.12666666666666668,0.0,1.0,0.9975291480932006,0.9085980167163181,0.0,180.0,180.0,360.0,398.0,0.0,0.0,10.0,0.0,552947.2947443357,0.0670855682921782,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,202.0,202.0,202.0,0.0,0.0,187200.0,0.0,0.0,0.0,1.0,0.0,0.0,183.0,183.0,183.0,0.0,0.0,291350.0,0.0,0.0,0.0,1.0,0.0,0.0,52.0,52.0,52.0,0.0,0.0,134727.02855904886,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,180.0,3.407094603105826,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5833333333333334,187200.0,0.0,3.838888888888889,291350.0,0.0,3.0277777777777777,134727.02855904886,0.0,,,,,0.0,,,,,,,0.0,0.0,3.387777777777778,609800.0,0.9315,1.6952699999999998,0.9315,1.6952699999999998,0.6225956999696791,0.0,0.0,613277.0285590487
WeightedMaxWeight,3,2,411003002,3.40961241908796,3.917620137299771,437.0,437.0,437.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.07358211126312593,8340753.274137029,0.9996296435468254,0.0,0.9059687199082453,0.9188687984983802,0.8711111111111111,4.355555555555555,0.1288888888888889,0.0,1.0,0.9972903447906408,0.9032705225341012,0.0,180.0,180.0,360.0,398.0,0.0,0.0,10.0,0.0,553682.2686416092,0.0664711990209303,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,202.0,202.0,202.0,0.0,0.0,187200.0,0.0,0.0,0.0,1.0,0.0,0.0,183.0,183.0,183.0,0.0,0.0,292570.0,0.0,0.0,0.0,1.0,0.0,0.0,52.0,52.0,52.0,0.0,0.0,133960.23543583247,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,180.0,3.40961241908796,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2388888888888889,187200.0,0.0,3.566666666666667,292570.0,0.0,3.2333333333333334,133960.23543583247,0.0,,,,,0.0,,,,,,,0.0,0.0,3.387777777777778,609800.0,0.8712,1.4703299999999995,0.8712,1.4703299999999995,0.5933788999682292,0.0,0.0,613730.2354358328
EDF,3,2,411003002,3.404570358315042,3.1876430205949657,437.0,437.0,437.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.07484990330575361,8187354.123804202,0.9996189705632452,0.0,0.9023154923005055,0.9155109277960732,0.8788888888888889,4.394444444444445,0.12111111111111111,0.0,1.0,0.9975509527477467,0.9162285612879417,0.0,180.0,180.0,360.0,398.0,0.0,0.0,10.0,0.0,552479.4141854852,0.0664134752871012,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,202.0,202.0,202.0,0.0,0.0,187200.0,0.0,0.0,0.0,1.0,0.0,0.0,183.0,183.0,183.0,0.0,0.0,293790.0,0.0,0.0,0.0,1.0,0.0,0.0,52.0,52.0,52.0,0.0,0.0,131832.6644967075,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,180.0,3.404570358315042,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.18333333333333332,187200.0,0.0,1.6722222222222223,293790.0,0.0,3.45,131832.6644967075,0.0,,,,,0.0,,,,,,,0.0,0.0,3.387777777777778,609800.0,0.8076,1.3765799999999997,0.8076,1.3765799999999997,0.78656359994784,0.0,0.0,612822.6644967076
LyapunovDPP-Energy,3,2,411003002,3.4052319679818375,4.440366972477064,437.0,437.0,436.0,0.0,1.0,0.0,0.002288329519450801,0.002288329519450801,0.002288329519450801,0.9977116704805492,0.002288329519450801,0.0,0.0,0.06513665311917095,9410089.786396015,0.9996608098107171,0.0,0.9075538869778931,0.9185673259838764,0.8733333333333333,4.366666666666666,0.12666666666666668,0.0,1.0,0.9993088074587263,0.7291895754456165,1.0,180.0,180.0,360.0,398.0,0.0,2.0,10.0,0.0,553154.5431005565,0.05932473227074785,0.0,0.0,1.0,0.0,0.0049504950495049506,0.0049504950495049506,0.0049504950495049506,0.995049504950495,0.0049504950495049506,0.0,202.0,202.0,201.0,1.0,0.0,187193.18101629984,0.0,0.0,0.0,1.0,0.0,0.0,183.0,183.0,183.0,0.0,0.0,291349.99999999994,0.0,0.0,0.0,1.0,0.0,0.0,52.0,52.0,52.0,0.0,0.0,134398.5732204307,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,180.0,3.4052319679818375,0.0,0.0049504950495049506,0.002288329519450801,0.002288329519450801,0.002288329519450801,0.9977116704805492,0.0049504950495049506,0.7277777777777777,187193.18101629984,0.0,3.966666666666667,291349.99999999994,0.0,3.6166666666666667,134398.5732204307,0.0,,,,,0.0,,,,,,,0.0,0.0,3.3827777777777777,608900.0,0.9813,1.9782899999999994,0.9813,1.9782899999999994,0.6892601000145078,0.0,0.0,612941.7542367307
SASP,3,2,411003002,3.4072046650555614,3.080091533180778,437.0,437.0,437.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.08106697919242234,7565310.140078939,0.9995437000000009,0.0,0.9016132645368018,0.91552791657428,0.8711111111111111,4.355555555555555,0.1288888888888889,0.0,1.0,0.9995485519973966,0.9460154166376202,0.0,180.0,180.0,360.0,398.0,0.0,0.0,10.0,0.0,550706.3079909022,0.07515924532994561,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,202.0,202.0,202.0,0.0,0.0,187200.0,0.0,0.0,0.0,1.0,0.0,0.0,183.0,183.0,183.0,0.0,0.0,294400.0,0.0,0.0,0.0,1.0,0.0,0.0,52.0,52.0,52.0,0.0,0.0,131696.83971000073,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,180.0,3.4072046650555614,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.18333333333333332,187200.0,0.0,1.8055555555555556,294400.0,0.0,3.061111111111111,131696.83971000073,0.0,,,,,0.0,,,,,,,0.0,0.0,3.387777777777778,609800.0,2.2416,4.082769999999998,2.2279,4.067249999999999,1.1142529000062495,0.0,0.0,613296.839710001
MaxRateMatching,3,2,411003002,3.4083114308848934,3.345537757437071,437.0,437.0,437.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.07364870187717668,8330032.192317565,0.9996296435468254,0.0,0.9031408157659976,0.9163555053167101,0.8677777777777778,4.338888888888889,0.1322222222222222,0.0,1.0,0.9974008123051858,0.9099858993989105,0.0,180.0,180.0,360.0,398.0,0.0,0.0,10.0,0.0,552906.3999546799,0.06674583343100024,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,202.0,202.0,202.0,0.0,0.0,187200.0,0.0,0.0,0.0,1.0,0.0,0.0,183.0,183.0,183.0,0.0,0.0,293790.0,0.0,0.0,0.0,1.0,0.0,0.0,52.0,52.0,52.0,0.0,0.0,132506.05755928077,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,180.0,3.4083114308848934,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3388888888888889,187200.0,0.0,2.4722222222222223,293790.0,0.0,2.8777777777777778,132506.05755928077,0.0,,,,,0.0,,,,,,,0.0,0.0,3.387777777777778,609800.0,0.7842,1.287999999999999,0.7842,1.287999999999999,0.580305099952966,0.0,0.0,613496.0575592808
WeightedMaxWeight,3,3,411003003,3.530555555555555,4.469248291571754,439.0,439.0,439.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.07286942895556038,8721078.360413134,0.9996256039141811,0.0,0.9211873670359605,0.9372156631554402,0.9,4.5,0.1,0.0,1.0,0.998283817274192,0.8596258387410581,0.0,180.0,180.0,360.0,461.0,0.0,0.0,11.0,0.0,604800.0000000001,0.07123355233472921,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,204.0,204.0,204.0,0.0,0.0,184500.0,0.0,0.0,0.0,1.0,0.0,0.0,180.0,180.0,180.0,0.0,0.0,297599.99999999994,0.0,0.0,0.0,1.0,0.0,0.0,55.0,55.0,55.0,0.0,0.0,153400.0,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,180.0,3.530555555555555,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2833333333333333,184500.0,0.0,4.488888888888889,297599.99999999994,0.0,4.011111111111111,153400.0,0.0,,,,,0.0,,,,,,,0.0,0.0,3.4144444444444444,614600.0,0.9646,2.18448,0.9646,2.18448,0.644039300037548,0.0,0.0,635499.9999999998
EDF,3,3,411003003,3.527166666666668,3.558086560364465,439.0,439.0,439.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.07369380480334341,8615242.511826394,0.9996255250981178,0.0,0.92170736017689,0.9363140476849122,0.9033333333333333,4.516666666666667,0.09666666666666666,0.0,1.0,0.9991078491682315,0.8732893308679645,0.0,180.0,180.0,360.0,461.0,0.0,0.0,11.0,0.0,602899.5568461248,0.07076692534498315,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,204.0,204.0,204.0,0.0,0.0,184500.0,0.0,0.0,0.0,1.0,0.0,0.0,180.0,180.0,180.0,0.0,0.0,296989.9999999999,0.0,0.0,0.0,1.0,0.0,0.0,55.0,55.0,55.0,0.0,0.0,153400.0000000001,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,180.0,3.527166666666668,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.12777777777777777,184500.0,0.0,1.8555555555555556,296989.9999999999,0.0,4.5,153400.0000000001,0.0,,,,,0.0,,,,,,,0.0,0.0,3.4144444444444444,614600.0,0.819,1.3595399999999997,0.819,1.3595399999999997,0.5780186000047252,0.0,0.0,634890.0000000002
LyapunovDPP-Energy,3,3,411003003,3.5037288059454355,4.806451612903226,439.0,436.0,434.0,3.0,2.0,0.00683371298405467,0.004555808656036446,0.0045871559633027525,0.011389521640091117,0.9886104783599089,0.004555808656036446,0.004861111111111111,0.11666666666666667,0.0654712477873379,9632796.172125954,0.9996256039141811,0.0,0.9252893728309278,0.9355001283690829,0.8877777777777778,4.438888888888889,0.11222222222222222,0.0,1.0,0.9990399151196581,0.7038010183805944,2.0,180.0,180.0,360.0,461.0,3.0,1.0,11.0,0.0,600734.7323703654,0.06248769651025697,0.0,0.0,1.0,0.0,0.004901960784313725,0.004901960784313725,0.004901960784313725,0.9950980392156863,0.004901960784313725,0.0,204.0,204.0,203.0,1.0,0.0,184498.42266892164,0.005555555555555556,0.005649717514124294,0.022222222222222223,0.9777777777777777,0.005555555555555556,0.016666666666666666,180.0,177.0,176.0,1.0,0.0,292772.7624012567,0.0,0.0,0.0,1.0,0.0,0.0,55.0,55.0,55.0,0.0,0.0,153399.99999999994,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,180.0,3.5037288059454355,0.00683371298405467,0.004901960784313725,0.004555808656036446,0.004555808656036446,0.011389521640091117,0.9886104783599089,0.004901960784313725,1.05,184498.42266892164,0.005555555555555556,4.961111111111111,292772.7624012567,0.0,3.8833333333333333,153399.99999999994,0.0,,,,,0.0,,,,,,,0.0,0.0,3.3738888888888887,607300.0,0.9594,1.9014199999999992,0.9594,1.9014199999999992,0.8030981000047177,0.0,0.0,630671.1850701784
SASP,3,3,411003003,3.5305555555555563,3.3211845102505695,439.0,439.0,439.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.08273046530353624,7681571.687870541,0.9995294682458961,0.0,0.92118736703596,0.9372156631554402,0.8955555555555555,4.477777777777778,0.10444444444444445,0.0,1.0,0.9993071532818041,0.9524805266911054,0.0,180.0,180.0,360.0,461.0,0.0,0.0,11.0,0.0,604453.2335831705,0.08216679459424928,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,204.0,204.0,204.0,0.0,0.0,184500.0,0.0,0.0,0.0,1.0,0.0,0.0,180.0,180.0,180.0,0.0,0.0,297600.0,0.0,0.0,0.0,1.0,0.0,0.0,55.0,55.0,55.0,0.0,0.0,153400.00000000006,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,180.0,3.5305555555555563,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.12222222222222222,184500.0,0.0,1.9111111111111112,297600.0,0.0,3.8722222222222222,153400.00000000006,0.0,,,,,0.0,,,,,,,0.0,0.0,3.4144444444444444,614600.0,2.7519,5.87165,2.7283,5.845809999999999,1.301875100005418,0.0,0.0,635500.0000000001
MaxRateMatching,3,3,411003003,3.5305555555555546,4.300683371298406,439.0,439.0,439.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.07258300964653941,8755492.54701233,0.9996335298358029,0.0,0.9211873670359605,0.9372156631554402,0.8977777777777778,4.488888888888889,0.10222222222222223,0.0,1.0,0.9983191036435217,0.8560752410897607,0.0,180.0,180.0,360.0,461.0,0.0,0.0,11.0,0.0,605611.0766381471,0.07143269771386676,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,204.0,204.0,204.0,0.0,0.0,184500.0,0.0,0.0,0.0,1.0,0.0,0.0,180.0,180.0,180.0,0.0,0.0,297599.9999999999,0.0,0.0,0.0,1.0,0.0,0.0,55.0,55.0,55.0,0.0,0.0,153399.99999999997,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,180.0,3.5305555555555546,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.36666666666666664,184500.0,0.0,3.6166666666666667,297599.9999999999,0.0,4.366666666666666,153399.99999999997,0.0,,,,,0.0,,,,,,,0.0,0.0,3.4144444444444444,614600.0,0.8438,1.4250099999999997,0.8438,1.4250099999999997,0.5685239000013098,0.0,0.0,635499.9999999998
MaxWeight,3,3,411003003,3.530555555555555,4.936218678815489,439.0,439.0,439.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.07352650356215183,8643141.84969795,0.9996221300386186,0.0,0.9211873670359605,0.9372156631554402,0.9011111111111111,4.5055555555555555,0.09888888888888889,0.0,1.0,0.9985689412225134,0.8713298652962943,0.0,180.0,180.0,360.0,461.0,0.0,0.0,11.0,0.0,607093.8954285652,0.07139854704602175,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,204.0,204.0,204.0,0.0,0.0,184500.0,0.0,0.0,0.0,1.0,0.0,0.0,180.0,180.0,180.0,0.0,0.0,297599.99999999994,0.0,0.0,0.0,1.0,0.0,0.0,55.0,55.0,55.0,0.0,0.0,153400.00000000003,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,180.0,3.530555555555555,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.1611111111111112,184500.0,0.0,5.022222222222222,297599.99999999994,0.0,3.7944444444444443,153400.00000000003,0.0,,,,,0.0,,,,,,,0.0,0.0,3.4144444444444444,614600.0,1.0999,2.05519,1.0999,2.05519,0.6576795000582933,0.0,0.0,635499.9999999999
EDF,3,4,411003004,3.594214210520721,5.191919191919192,396.0,396.0,396.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.07685352379114876,8418072.79587927,0.9995193379742192,0.0,0.9327808626061077,0.9304379565369418,0.9911111111111112,4.955555555555556,0.008888888888888889,0.0,1.0,0.9999820486878686,0.8205648081591512,0.0,180.0,180.0,360.0,370.0,0.0,0.0,19.0,0.0,592370.0486864127,0.06788895080817324,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,145.0,145.0,145.0,0.0,0.0,134100.0,0.0,0.0,0.0,1.0,0.0,0.0,155.0,155.0,155.0,0.0,0.0,262667.84726226033,0.0,0.0,0.0,1.0,0.0,0.0,96.0,96.0,96.0,0.0,0.0,250190.71063146924,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,180.0,3.594214210520721,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.15555555555555556,134100.0,0.0,1.511111111111111,262667.84726226033,0.0,7.938888888888889,250190.71063146924,0.0,,,,,0.0,,,,,,,0.0,0.0,3.4894444444444446,628100.0,0.8377,1.2750399999999995,0.8377,1.2750399999999995,0.5877290000207722,0.0,0.0,646958.5578937298
LyapunovDPP-Energy,3,4,411003004,3.6136475038265106,6.443589743589744,396.0,394.0,390.0,2.0,4.0,0.005050505050505051,0.010101010101010102,0.01015228426395939,0.015151515151515152,0.9848484848484849,0.010101010101010102,0.000925925925925926,0.022222222222222223,0.07249696178325626,8972190.484801805,0.9995543701458003,0.0,0.9206410375059655,0.9269018215482641,0.9877777777777778,4.938888888888889,0.012222222222222223,0.0,1.0,0.9999866241602929,0.7140139773433363,4.0,180.0,180.0,360.0,370.0,4.0,1.0,19.0,2.0,578782.7768406026,0.061980597046916774,0.0,0.0,1.0,0.0,0.027586206896551724,0.027972027972027972,0.041379310344827586,0.9586206896551724,0.027586206896551724,0.013793103448275862,145.0,143.0,139.0,4.0,0.0,126798.70342651135,0.0,0.0,0.0,1.0,0.0,0.0,155.0,155.0,155.0,0.0,0.0,262667.8472622602,0.0,0.0,0.0,1.0,0.0,0.0,96.0,96.0,96.0,0.0,0.0,260989.99999999997,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,180.0,3.6136475038265106,0.005050505050505051,0.027586206896551724,0.010101010101010102,0.010101010101010102,0.015151515151515152,0.9848484848484849,0.027586206896551724,1.4055555555555554,126798.70342651135,0.0,6.016666666666667,262667.8472622602,0.0,5.772222222222222,260989.99999999997,0.0,,,,,0.0,,,,,,,0.0,0.0,3.4594444444444443,622700.0,1.0864,1.6250899999999997,1.0864,1.6250899999999997,0.6600105999968946,0.0,0.0,650456.5506887719
SASP,3,4,411003004,3.62302157385012,4.886363636363637,396.0,396.0,396.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.08268817096476982,7886785.687530499,0.9995099000000011,0.0,0.9314674855600488,0.9270887860101615,0.9833333333333333,4.916666666666667,0.016666666666666666,0.0,1.0,0.9998926502160439,0.9189872927753724,0.0,180.0,180.0,360.0,370.0,0.0,0.0,19.0,0.0,586935.6441664577,0.07347567578511492,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,145.0,145.0,145.0,0.0,0.0,134100.0,0.0,0.0,0.0,1.0,0.0,0.0,155.0,155.0,155.0,0.0,0.0,262667.8472622603,0.0,0.0,0.0,1.0,0.0,0.0,96.0,96.0,96.0,0.0,0.0,255376.03603076126,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,180.0,3.62302157385012,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.16111111111111112,134100.0,0.0,1.6611111111111112,262667.8472622603,0.0,7.2444444444444445,255376.03603076126,0.0,,,,,0.0,,,,,,,0.0,0.0,3.4894444444444446,628100.0,2.3566,4.327249999999994,2.3405,4.308479999999994,1.1716740999836475,0.0,0.0,652143.8832930217
