method,block,index,scenario_seed,throughput_mbps,avg_delay_ms,offered_packets,accepted_packets,completed_on_time_packets,queue_overflow_packets,deadline_expired_packets,queue_overflow_packet_probability,deadline_expiration_probability,deadline_expiration_given_admission,total_packet_failure_probability,on_time_delivery_probability,deadline_violation_prob,queue_saturation_device_slot_probability,queue_saturation_slot_probability,energy_j,energy_eff_bpj,minimum_battery_fraction,battery_penalty_activation_possible,jain_fairness_classes,jain_fairness_devices,utilization,mean_scheduled_channels,idle_channel_rate,reservation_conflict_rate,valid_schedule_rate,channel_action_entropy,power_action_entropy,deadline_total,measurement_steps,deadline_followup_steps,total_simulated_steps,background_arrivals_followup,background_overflow_followup,background_deadline_expired_followup,warm_start_packets_excluded,warm_start_deadline_expired_excluded,followup_delivered_bits,followup_energy_j,monitored_residual_packets,packet_outcome_conservation_error,monitored_cohort_complete,regime_code,deadline_expiration_class0,deadline_expiration_given_admission_class0,total_packet_failure_class0,on_time_delivery_class0,deadline_violation_class0,queue_overflow_class0,offered_packets_class0,accepted_packets_class0,completed_on_time_packets_class0,deadline_expired_packets_class0,monitored_residual_packets_class0,served_bits_class0,deadline_expiration_class1,deadline_expiration_given_admission_class1,total_packet_failure_class1,on_time_delivery_class1,deadline_violation_class1,queue_overflow_class1,offered_packets_class1,accepted_packets_class1,completed_on_time_packets_class1,deadline_expired_packets_class1,monitored_residual_packets_class1,served_bits_class1,deadline_expiration_class2,deadline_expiration_given_admission_class2,total_packet_failure_class2,on_time_delivery_class2,deadline_violation_class2,queue_overflow_class2,offered_packets_class2,accepted_packets_class2,completed_on_time_packets_class2,deadline_expired_packets_class2,monitored_residual_packets_class2,served_bits_class2,phase_pre_surge_slots,phase_pre_surge_throughput_mbps,phase_pre_surge_queue_overflow_packet_probability,phase_pre_surge_deadline_violation_class0,phase_pre_surge_deadline_expiration_probability_by_arrival_cohort,phase_surge_slots,phase_surge_throughput_mbps,phase_surge_queue_overflow_packet_probability,phase_surge_deadline_violation_class0,phase_surge_deadline_expiration_probability_by_arrival_cohort,phase_degradation_slots,phase_degradation_throughput_mbps,phase_degradation_queue_overflow_packet_probability,phase_degradation_deadline_violation_class0,phase_degradation_deadline_expiration_probability_by_arrival_cohort,phase_recovery_slots,phase_recovery_throughput_mbps,phase_recovery_queue_overflow_packet_probability,phase_recovery_deadline_violation_class0,phase_recovery_deadline_expiration_probability_by_arrival_cohort,phase_stationary_slots,phase_stationary_throughput_mbps,phase_stationary_queue_overflow_packet_probability,phase_stationary_deadline_violation_class0,phase_stationary_deadline_violation_prob,phase_stationary_deadline_expiration_probability_by_arrival_cohort,phase_stationary_total_packet_failure_probability_by_arrival_cohort,phase_stationary_on_time_delivery_probability_by_arrival_cohort,phase_stationary_deadline_expiration_class0_by_arrival_cohort,phase_stationary_queue_backlog_packets_class0,phase_stationary_service_bits_class0,phase_stationary_deadline_expiration_class1_by_arrival_cohort,phase_stationary_queue_backlog_packets_class1,phase_stationary_service_bits_class1,phase_stationary_deadline_expiration_class2_by_arrival_cohort,phase_stationary_queue_backlog_packets_class2,phase_stationary_service_bits_class2,phase_domain_base_slots,phase_domain_base_throughput_mbps,phase_domain_base_queue_overflow_packet_probability,phase_domain_base_deadline_violation_class0,phase_domain_base_deadline_expiration_probability_by_arrival_cohort,phase_domain_shift_slots,phase_domain_shift_throughput_mbps,phase_domain_shift_queue_overflow_packet_probability,phase_domain_shift_deadline_violation_class0,phase_domain_shift_deadline_expiration_probability_by_arrival_cohort,recovery_achieved,recovery_time_slots,recovery_time_slots_censored,recovery_slots_observed,cohort_goodput_mbps,cohort_on_time_payload_bits,controller_median_ms,controller_p95_ms,decision_median_ms,decision_p95_ms,episode_wall_seconds,selected_service_prediction_bias_bits,selected_service_prediction_mae_bits,predicted_service_bits_primary
MaxWeight,9,50,411009050,3.389219997503311,4.364678899082569,437.0,437.0,436.0,0.0,1.0,0.0,0.002288329519450801,0.002288329519450801,0.002288329519450801,0.9977116704805492,0.002288329519450801,0.0,0.0,0.07525989083990618,8106038.857381851,0.9995364764328571,0.0,0.9768493299125817,0.9531824640609629,0.8866666666666667,4.433333333333334,0.11333333333333333,0.0,1.0,0.998138447597946,0.9310570677847348,1.0,180.0,180.0,360.0,431.0,1.0,0.0,11.0,0.0,609298.8970152136,0.07484894017040211,0.0,0.0,1.0,0.0,0.004545454545454545,0.004545454545454545,0.004545454545454545,0.9954545454545455,0.004545454545454545,0.0,220.0,220.0,219.0,1.0,0.0,198900.0,0.0,0.0,0.0,1.0,0.0,0.0,151.0,151.0,151.0,0.0,0.0,243726.45277210083,0.0,0.0,0.0,1.0,0.0,0.0,66.0,66.0,66.0,0.0,0.0,167433.14677849525,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,180.0,3.389219997503311,0.0,0.004545454545454545,0.002288329519450801,0.002288329519450801,0.002288329519450801,0.9977116704805492,0.004545454545454545,1.0555555555555556,198900.0,0.0,3.088888888888889,243726.45277210083,0.0,3.6444444444444444,167433.14677849525,0.0,,,,,0.0,,,,,,,0.0,0.0,3.3905555555555558,610300.0,1.4226,4.013,1.4226,4.013,1.0886531999567524,0.0,0.0,610059.599550596
WeightedMaxWeight,9,50,411009050,3.396147727404162,4.465596330275229,437.0,437.0,436.0,0.0,1.0,0.0,0.002288329519450801,0.002288329519450801,0.002288329519450801,0.9977116704805492,0.002288329519450801,0.0,0.0,0.07652000080230063,7988847.1579102455,0.9994919126921948,0.0,0.9737812788345286,0.953990942142711,0.8955555555555555,4.477777777777778,0.10444444444444445,0.0,1.0,0.9984594979943978,0.937118424927323,1.0,180.0,180.0,360.0,431.0,0.0,0.0,11.0,0.0,611183.0580352505,0.07585460435287446,0.0,0.0,1.0,0.0,0.004545454545454545,0.004545454545454545,0.004545454545454545,0.9954545454545455,0.004545454545454545,0.0,220.0,220.0,219.0,1.0,0.0,200694.12414057055,0.0,0.0,0.0,1.0,0.0,0.0,151.0,151.0,151.0,0.0,0.0,246169.99999999997,0.0,0.0,0.0,1.0,0.0,0.0,66.0,66.0,66.0,0.0,0.0,164442.46679217825,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,180.0,3.396147727404162,0.0,0.004545454545454545,0.002288329519450801,0.002288329519450801,0.002288329519450801,0.9977116704805492,0.004545454545454545,0.8333333333333334,200694.12414057055,0.0,2.8777777777777778,246169.99999999997,0.0,4.438888888888889,164442.46679217825,0.0,,,,,0.0,,,,,,,0.0,0.0,3.3905555555555558,610300.0,0.9582,3.095289999999998,0.9582,3.095289999999998,0.8557955999858677,0.0,0.0,611306.5909327489
EDF,9,50,411009050,3.3975578245669933,3.608695652173913,437.0,437.0,437.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.07530705080644251,8120891.760771753,0.999498930723046,0.0,0.9708583144658138,0.9517466165988862,0.8966666666666666,4.483333333333333,0.10333333333333333,0.0,1.0,0.9981492420326405,0.9215673541776023,0.0,180.0,180.0,360.0,431.0,0.0,0.0,11.0,0.0,607756.9419954857,0.07487826646458609,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,220.0,220.0,220.0,0.0,0.0,202500.0,0.0,0.0,0.0,1.0,0.0,0.0,151.0,151.0,151.0,0.0,0.0,247770.0,0.0,0.0,0.0,1.0,0.0,0.0,66.0,66.0,66.0,0.0,0.0,161290.40842205877,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,180.0,3.3975578245669933,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.16111111111111112,202500.0,0.0,1.35,247770.0,0.0,4.588888888888889,161290.40842205877,0.0,,,,,0.0,,,,,,,0.0,0.0,3.3955555555555557,611200.0,0.867,2.345939999999999,0.867,2.345939999999999,0.7773141000652686,0.0,0.0,611560.4084220588
LyapunovDPP-Energy,9,50,411009050,3.3802906351523507,5.039443155452436,437.0,437.0,431.0,0.0,6.0,0.0,0.013729977116704805,0.013729977116704805,0.013729977116704805,0.9862700228832952,0.013729977116704805,0.0,0.0,0.06938879803024858,8768739.790854732,0.9995329674174313,0.0,0.9736055859449497,0.9497936824325574,0.8866666666666667,4.433333333333334,0.11333333333333333,0.0,1.0,0.9991244351349375,0.8371643884894874,6.0,180.0,180.0,360.0,431.0,1.0,2.0,11.0,0.0,610801.598624087,0.06908914116515853,0.0,0.0,1.0,0.0,0.02727272727272727,0.02727272727272727,0.02727272727272727,0.9727272727272728,0.02727272727272727,0.0,220.0,220.0,214.0,6.0,0.0,200687.0108784059,0.0,0.0,0.0,1.0,0.0,0.0,151.0,151.0,151.0,0.0,0.0,244740.2714511848,0.0,0.0,0.0,1.0,0.0,0.0,66.0,66.0,66.0,0.0,0.0,163025.0319978327,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,180.0,3.3802906351523507,0.0,0.02727272727272727,0.013729977116704805,0.013729977116704805,0.013729977116704805,0.9862700228832952,0.02727272727272727,1.7222222222222223,200687.0108784059,0.0,2.938888888888889,244740.2714511848,0.0,4.838888888888889,163025.0319978327,0.0,,,,,0.0,,,,,,,0.0,0.0,3.3655555555555554,605800.0,1.0917,3.0610899999999996,1.0917,3.0610899999999996,0.7837164000375196,0.0,0.0,608452.3143274231
SASP,9,50,411009050,3.3927266331235963,3.4965675057208236,437.0,437.0,437.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.08356397068869136,7308063.378621758,0.9995059487538968,0.0,0.969908052928544,0.9521908261557415,0.8855555555555555,4.427777777777778,0.11444444444444445,0.0,1.0,0.9993617631222423,0.9873912343181793,0.0,180.0,180.0,360.0,431.0,0.0,0.0,11.0,0.0,608062.9535457143,0.0838796932941537,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,220.0,220.0,220.0,0.0,0.0,202500.0,0.0,0.0,0.0,1.0,0.0,0.0,151.0,151.0,151.0,0.0,0.0,248000.0,0.0,0.0,0.0,1.0,0.0,0.0,66.0,66.0,66.0,0.0,0.0,160190.79396224744,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,180.0,3.3927266331235963,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.18333333333333332,202500.0,0.0,1.3777777777777778,248000.0,0.0,4.105555555555555,160190.79396224744,0.0,,,,,0.0,,,,,,,0.0,0.0,3.3955555555555557,611200.0,2.357,6.462719999999997,2.3443,6.446789999999997,1.5163889999967068,0.0,0.0,610690.7939622473
MaxRateMatching,9,50,411009050,3.3977225186670226,3.782608695652174,437.0,437.0,437.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0742326639835714,8238826.690840793,0.9995024397384715,0.0,0.9726457560764108,0.9525045582289,0.8822222222222222,4.411111111111111,0.11777777777777777,0.0,1.0,0.9974699753768871,0.922260968374576,0.0,180.0,180.0,360.0,431.0,0.0,0.0,11.0,0.0,609499.8438605096,0.07591735109386197,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,220.0,220.0,220.0,0.0,0.0,202500.0,0.0,0.0,0.0,1.0,0.0,0.0,151.0,151.0,151.0,0.0,0.0,246400.0,0.0,0.0,0.0,1.0,0.0,0.0,66.0,66.0,66.0,0.0,0.0,162690.05336006428,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,180.0,3.3977225186670226,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,202500.0,0.0,2.227777777777778,246400.0,0.0,3.688888888888889,162690.05336006428,0.0,,,,,0.0,,,,,,,0.0,0.0,3.3955555555555557,611200.0,0.8255,2.8417499999999993,0.8255,2.8417499999999993,0.762684200075455,0.0,0.0,611590.053360064
WeightedMaxWeight,9,51,411009051,2.8679445836696864,2.5044510385756675,337.0,337.0,337.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05704267584479309,9049891.461353412,0.9995850238370573,0.0,0.7723504257321682,0.896980414426875,0.7255555555555555,3.6277777777777778,0.27444444444444444,0.0,1.0,0.9879858134295951,0.781116607041704,0.0,180.0,180.0,360.0,401.0,0.0,0.0,11.0,0.0,639116.9780276358,0.06878776928527469,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,108.0,108.0,108.0,0.0,0.0,99900.0,0.0,0.0,0.0,1.0,0.0,0.0,186.0,186.0,186.0,0.0,0.0,304000.0,0.0,0.0,0.0,1.0,0.0,0.0,43.0,43.0,43.0,0.0,0.0,112330.02506054324,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,180.0,2.8679445836696864,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.12777777777777777,99900.0,0.0,1.7833333333333334,304000.0,0.0,1.1222222222222222,112330.02506054324,0.0,,,,,0.0,,,,,,,0.0,0.0,2.8144444444444443,506600.0,0.7044,1.5111999999999994,0.7044,1.5111999999999994,0.6746425000019372,0.0,0.0,516230.0250605435
EDF,9,51,411009051,2.867944583669685,2.4094955489614245,337.0,337.0,337.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05698322841032896,9059332.710025426,0.9995859588370563,0.0,0.7723504257321684,0.896980414426875,0.7266666666666667,3.6333333333333333,0.2733333333333333,0.0,1.0,0.9862052733117218,0.7671751531194355,0.0,180.0,180.0,360.0,401.0,0.0,0.0,11.0,0.0,635518.6339536008,0.06921585467020973,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,108.0,108.0,108.0,0.0,0.0,99900.0,0.0,0.0,0.0,1.0,0.0,0.0,186.0,186.0,186.0,0.0,0.0,304000.0,0.0,0.0,0.0,1.0,0.0,0.0,43.0,43.0,43.0,0.0,0.0,112330.0250605433,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,180.0,2.867944583669685,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.09444444444444444,99900.0,0.0,1.4111111111111112,304000.0,0.0,1.2722222222222221,112330.0250605433,0.0,,,,,0.0,,,,,,,0.0,0.0,2.8144444444444443,506600.0,0.7051,2.0115399999999943,0.7051,2.0115399999999943,0.7641325000440702,0.0,0.0,516230.0250605433
LyapunovDPP-Energy,9,51,411009051,2.8638579621309863,2.973293768545994,337.0,337.0,337.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05364827368088892,9608779.515438754,0.9995780058062063,0.0,0.771255453810759,0.8962680318042997,0.7255555555555555,3.6277777777777778,0.27444444444444444,0.0,1.0,0.9968381839832771,0.7199731670483971,0.0,180.0,180.0,360.0,401.0,2.0,2.0,11.0,0.0,631609.7241012511,0.06479598947088765,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,108.0,108.0,108.0,0.0,0.0,99900.0,0.0,0.0,0.0,1.0,0.0,0.0,186.0,186.0,186.0,0.0,0.0,304000.0,0.0,0.0,0.0,1.0,0.0,0.0,43.0,43.0,43.0,0.0,0.0,111594.43318357735,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,180.0,2.8638579621309863,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.18888888888888888,99900.0,0.0,2.0277777777777777,304000.0,0.0,1.6277777777777778,111594.43318357735,0.0,,,,,0.0,,,,,,,0.0,0.0,2.8144444444444443,506600.0,0.7796,2.0141699999999996,0.7796,2.0141699999999996,0.7531879999442026,0.0,0.0,515494.4331835775
SASP,9,51,411009051,2.8677796807784572,2.4421364985163203,337.0,337.0,337.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.06417820209360987,8043234.707435339,0.999592976867908,0.0,0.772306382253489,0.8969158439999577,0.7288888888888889,3.6444444444444444,0.27111111111111114,0.0,1.0,0.9991687117260698,0.8722635060632048,0.0,180.0,180.0,360.0,401.0,0.0,0.0,11.0,0.0,636768.2772654976,0.07511641218636735,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,108.0,108.0,108.0,0.0,0.0,99900.0,0.0,0.0,0.0,1.0,0.0,0.0,186.0,186.0,186.0,0.0,0.0,304000.0,0.0,0.0,0.0,1.0,0.0,0.0,43.0,43.0,43.0,0.0,0.0,112300.34254012228,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,180.0,2.8677796807784572,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.09444444444444444,99900.0,0.0,1.4777777777777779,304000.0,0.0,1.288888888888889,112300.34254012228,0.0,,,,,0.0,,,,,,,0.0,0.0,2.8144444444444443,506600.0,1.9706,3.9401299999999964,1.9519,3.913479999999996,1.2543761999113485,0.0,0.0,516200.3425401223
MaxRateMatching,9,51,411009051,2.867944583669686,2.548961424332344,337.0,337.0,337.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.057366959210192865,8998734.326654367,0.9995850238370567,0.0,0.7723504257321682,0.896980414426875,0.7233333333333334,3.6166666666666667,0.27666666666666667,0.0,1.0,0.986243318886325,0.7939583469972193,0.0,180.0,180.0,360.0,401.0,0.0,0.0,11.0,0.0,639256.5630006385,0.06877245180562613,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,108.0,108.0,108.0,0.0,0.0,99900.0,0.0,0.0,0.0,1.0,0.0,0.0,186.0,186.0,186.0,0.0,0.0,304000.0,0.0,0.0,0.0,1.0,0.0,0.0,43.0,43.0,43.0,0.0,0.0,112330.02506054327,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,180.0,2.867944583669686,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1388888888888889,99900.0,0.0,1.9444444444444444,304000.0,0.0,0.9777777777777777,112330.02506054327,0.0,,,,,0.0,,,,,,,0.0,0.0,2.8144444444444443,506600.0,0.6611,1.7808399999999958,0.6611,1.7808399999999958,0.6785624000476673,0.0,0.0,516230.02506054344
MaxWeight,9,51,411009051,2.8679445836696864,2.513353115727003,337.0,337.0,337.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.057724444251769196,8943005.545605086,0.9995815148216312,0.0,0.7723504257321682,0.896980414426875,0.7255555555555555,3.6277777777777778,0.27444444444444444,0.0,1.0,0.9881684373633992,0.7912301608818654,0.0,180.0,180.0,360.0,401.0,0.0,0.0,11.0,0.0,638804.8026458265,0.06926460222508385,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,108.0,108.0,108.0,0.0,0.0,99900.0,0.0,0.0,0.0,1.0,0.0,0.0,186.0,186.0,186.0,0.0,0.0,304000.0,0.0,0.0,0.0,1.0,0.0,0.0,43.0,43.0,43.0,0.0,0.0,112330.02506054327,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,180.0,2.8679445836696864,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.18888888888888888,99900.0,0.0,1.9666666666666666,304000.0,0.0,0.9666666666666667,112330.02506054327,0.0,,,,,0.0,,,,,,,0.0,0.0,2.8144444444444443,506600.0,1.3315,2.60291,1.3315,2.60291,0.9726099000545219,0.0,0.0,516230.0250605435
EDF,9,52,411009052,3.1933333333333307,2.4030612244897958,392.0,392.0,392.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.06653017748499702,8639688.35991187,0.9996273094753712,0.0,0.801004742678697,0.9236395792434272,0.8033333333333333,4.016666666666667,0.19666666666666666,0.0,1.0,0.9979365066847627,0.8574026224963678,0.0,180.0,180.0,360.0,411.0,0.0,0.0,9.0,0.0,600424.0587736771,0.0699554298046211,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,142.0,142.0,142.0,0.0,0.0,131400.0,0.0,0.0,0.0,1.0,0.0,0.0,203.0,203.0,203.0,0.0,0.0,326400.0,0.0,0.0,0.0,1.0,0.0,0.0,47.0,47.0,47.0,0.0,0.0,117000.00000000004,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,180.0,3.1933333333333307,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1388888888888889,131400.0,0.0,1.5777777777777777,326400.0,0.0,1.3,117000.00000000004,0.0,,,,,0.0,,,,,,,0.0,0.0,3.1933333333333334,574800.0,0.941,2.81092,0.941,2.81092,0.7869764000643045,0.0,0.0,574799.9999999995
LyapunovDPP-Energy,9,52,411009052,3.2037219814658093,3.193877551020408,392.0,392.0,392.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.06261999120723565,9209039.246834202,0.9996572235808223,0.0,0.8053133900100113,0.9250485060139757,0.8055555555555556,4.027777777777778,0.19444444444444445,0.0,1.0,0.9992307952690869,0.8039913045571352,0.0,180.0,180.0,360.0,411.0,0.0,2.0,9.0,0.0,598620.5968543376,0.06415516105561947,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,142.0,142.0,142.0,0.0,0.0,131400.0,0.0,0.0,0.0,1.0,0.0,0.0,203.0,203.0,203.0,0.0,0.0,325709.99999999994,0.0,0.0,0.0,1.0,0.0,0.0,47.0,47.0,47.0,0.0,0.0,119559.95666384598,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,180.0,3.2037219814658093,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.28888888888888886,131400.0,0.0,2.433333333333333,325709.99999999994,0.0,2.033333333333333,119559.95666384598,0.0,,,,,0.0,,,,,,,0.0,0.0,3.1933333333333334,574800.0,0.8937,3.0008699999999964,0.8937,3.0008699999999964,0.877973800059408,0.0,0.0,576669.9566638457
SASP,9,52,411009052,3.199666666666666,2.4464285714285716,392.0,392.0,392.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.07337306917474924,7849474.0165265575,0.9995155333333343,0.0,0.7998483183404748,0.9276240434518117,0.8066666666666666,4.033333333333333,0.19333333333333333,0.0,1.0,0.998787147010422,0.8937007505426439,0.0,180.0,180.0,360.0,411.0,0.0,0.0,9.0,0.0,599699.821966335,0.0752335937935136,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,142.0,142.0,142.0,0.0,0.0,131400.0,0.0,0.0,0.0,1.0,0.0,0.0,203.0,203.0,203.0,0.0,0.0,327539.99999999994,0.0,0.0,0.0,1.0,0.0,0.0,47.0,47.0,47.0,0.0,0.0,117000.00000000003,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,180.0,3.199666666666666,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.15555555555555556,131400.0,0.0,1.6777777777777778,327539.99999999994,0.0,1.261111111111111,117000.00000000003,0.0,,,,,0.0,,,,,,,0.0,0.0,3.1933333333333334,574800.0,2.5259,5.35826,2.5106,5.32531,1.3644205998862162,0.0,0.0,575939.9999999999
MaxRateMatching,9,52,411009052,3.203958188694464,2.604591836734694,392.0,392.0,392.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.06688382082852201,8622600.605362987,0.9996299777212662,0.0,0.811588013417291,0.9261923759378833,0.7977777777777778,3.988888888888889,0.20222222222222222,0.0,1.0,0.997502446641426,0.8680635324010632,0.0,180.0,180.0,360.0,411.0,0.0,0.0,9.0,0.0,599631.147213108,0.06955911732667394,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,142.0,142.0,142.0,0.0,0.0,131400.0,0.0,0.0,0.0,1.0,0.0,0.0,203.0,203.0,203.0,0.0,0.0,323119.99999999994,0.0,0.0,0.0,1.0,0.0,0.0,47.0,47.0,47.0,0.0,0.0,122192.47396500358,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,180.0,3.203958188694464,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.16666666666666666,131400.0,0.0,2.238888888888889,323119.99999999994,0.0,1.0777777777777777,122192.47396500358,0.0,,,,,0.0,,,,,,,0.0,0.0,3.1933333333333334,574800.0,0.7657,2.201589999999999,0.7657,2.201589999999999,0.6808539000339806,0.0,0.0,576712.4739650035
MaxWeight,9,52,411009052,3.2062002402257774,2.729591836734694,392.0,392.0,392.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.06795506226900633,8492612.970555061,0.9996118628366405,0.0,0.8075642642507745,0.9270818911526479,0.8033333333333333,4.016666666666667,0.19666666666666666,0.0,1.0,0.9972904183415054,0.8790906206739328,0.0,180.0,180.0,360.0,411.0,0.0,0.0,9.0,0.0,598732.8353177297,0.0702239390106678,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,142.0,142.0,142.0,0.0,0.0,130500.0,0.0,0.0,0.0,1.0,0.0,0.0,203.0,203.0,203.0,0.0,0.0,325075.2573414376,0.0,0.0,0.0,1.0,0.0,0.0,47.0,47.0,47.0,0.0,0.0,121540.78589920234,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,180.0,3.2062002402257774,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.34444444444444444,130500.0,0.0,2.3777777777777778,325075.2573414376,0.0,1.011111111111111,121540.78589920234,0.0,,,,,0.0,,,,,,,0.0,0.0,3.1933333333333334,574800.0,0.7498,1.810829999999999,0.7498,1.810829999999999,0.681366499979049,0.0,0.0,577116.04324064
WeightedMaxWeight,9,52,411009052,3.2064431622742258,2.663265306122449,392.0,392.0,392.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.067271831061497,8579516.271554226,0.999624641229476,0.0,0.8075204175037977,0.9263009068318696,0.8011111111111111,4.0055555555555555,0.1988888888888889,0.0,1.0,0.9968318872278672,0.8754589512137361,0.0,180.0,180.0,360.0,411.0,0.0,0.0,9.0,0.0,599519.1627982599,0.06993301756132042,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,142.0,142.0,142.0,0.0,0.0,131400.0,0.0,0.0,0.0,1.0,0.0,0.0,203.0,203.0,203.0,0.0,0.0,325075.2573414376,0.0,0.0,0.0,1.0,0.0,0.0,47.0,47.0,47.0,0.0,0.0,120684.511867923,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,180.0,3.2064431622742258,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.17777777777777778,131400.0,0.0,2.2055555555555557,325075.2573414376,0.0,1.1833333333333333,120684.511867923,0.0,,,,,0.0,,,,,,,0.0,0.0,3.1933333333333334,574800.0,0.902,2.3207899999999992,0.902,2.3207899999999992,0.7393188000423834,0.0,0.0,577159.7692093606
